"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"APOBEC3G",4.96262106955829e-226,0.721959237234073,0.488,0.335,2.72800242814689e-221
"RPL10A",7.90106589894512e-226,-0.341813565137957,0.871,0.904,4.34329493530912e-221
"AGGF1",4.21785001662925e-225,1.2097522256197,0.174,0.078,2.31859433264127e-220
"RPS6",1.90980971493821e-224,-0.25708597369335,0.939,0.953,1.04984149839868e-219
"PBX4",1.97129880337068e-224,-1.54882849179289,0.113,0.263,1.0836426652009e-219
"FKBP1A",4.71189286640217e-224,0.686228255269379,0.489,0.339,2.59017462758994e-219
"IDH2",4.71239493845984e-224,0.768385562361445,0.406,0.258,2.59045062162076e-219
"HP1BP3",1.04654038582376e-223,0.74648011434571,0.457,0.307,5.7529371549118e-219
"NDUFB2",1.48541809666538e-223,0.570952373109284,0.567,0.416,8.16549181917923e-219
"PSMA7",1.50506937001606e-223,0.516052802548576,0.69,0.561,8.27351683391528e-219
"HPF1",2.82431601092927e-223,1.62118740131872,0.081,0.024,1.55255475436793e-218
"SUSD3",8.42161880737761e-223,1.04710313544481,0.2,0.096,4.62944807460354e-218
"MRPL51",5.49727700962859e-221,0.821839807805796,0.341,0.205,3.02190814496293e-216
"TRAV14DV4",8.06200006713953e-221,2.15297491326816,0.086,0.028,4.43176205690727e-216
"CTSC",3.90145360139551e-220,0.733028603090504,0.494,0.348,2.14466805922312e-215
"CEMIP2",4.16530554843502e-220,-1.27447329430438,0.184,0.338,2.28971011303022e-215
"COA5",1.5722937896595e-219,1.22056734353533,0.145,0.06,8.64305619113722e-215
"SH2D1B",1.60964677936107e-219,2.94544607647009,0.021,0.002,8.84838931082576e-215
"TMEM179B",3.34611568741697e-219,0.753167392107766,0.323,0.187,1.83939325452999e-214
"CNP",3.96328182797203e-219,1.37012725357885,0.137,0.056,2.17865565365451e-214
"DDHD1",6.18418505207107e-219,1.22088306334566,0.178,0.082,3.39950836497399e-214
"CARS",8.50907155128446e-219,1.13917234214054,0.221,0.112,4.67752172245658e-214
"RPS20",9.21719577386781e-219,-0.611638688252601,0.552,0.669,5.06678468885288e-214
"KIAA1551",1.3161971916153e-218,0.733684364704939,0.561,0.414,7.23526758202847e-214
"METTL26",1.93297783031048e-218,0.967886179071681,0.28,0.157,1.06257724309998e-213
"PTMS",1.14584689482916e-217,1.00290445135657,0.325,0.195,6.29883496556535e-213
"PDCD6",2.96868834701544e-217,0.782545369095441,0.372,0.232,1.63191767123786e-212
"TUBB2A",1.73101967822621e-215,-2.17301825999799,0.049,0.179,9.51558827317728e-211
"RPL5",1.07088115858502e-214,-0.309810914420664,0.896,0.935,5.88674081685773e-210
"MCRIP1",1.49027269550411e-214,1.14207334581166,0.196,0.095,8.19217803445563e-210
"IL2RA",1.13014958452386e-213,2.29361146486138,0.066,0.018,6.21254528108613e-209
"FYN",1.53838294207741e-213,-0.662041617236454,0.444,0.592,8.45664487089374e-209
"ACTR3",9.05419237262202e-213,0.663991782526962,0.548,0.407,4.97718008915405e-208
"ALOX5AP",1.09582969890872e-212,0.732709473751617,0.623,0.509,6.02388543787113e-208
"SYTL3",1.53519676741316e-212,-0.854720025404529,0.313,0.475,8.4391301501469e-208
"IGKV1-16",3.16602821530626e-212,1.4959708248424,0.016,0.001,1.740397370236e-207
"NEXN",1.01890297400141e-211,2.74588117596584,0.022,0.002,5.60101153838313e-207
"MRPL41",2.38595367315775e-211,0.659793962396806,0.438,0.29,1.31158259367155e-206
"N4BP1",8.85569499052018e-211,1.07385827049222,0.236,0.125,4.86806409323885e-206
"PRKD2",9.62260059092688e-211,1.14898114449767,0.184,0.087,5.28963977083842e-206
"TBCB",1.10914134059821e-210,0.691818476614852,0.393,0.25,6.09706086340242e-206
"NEU1",3.5844919735558e-210,-1.65616582139987,0.141,0.286,1.97043108278336e-205
"STOML2",6.64403091422505e-210,0.977903049255586,0.225,0.116,3.65229023385865e-205
"PDCD5",1.67972086503182e-209,0.841210640325491,0.317,0.188,9.23359356716642e-205
"SMC6",3.50803129162196e-209,1.29917470326949,0.136,0.056,1.9283998813175e-204
"MT-ND2",4.09641818866018e-209,-0.463061551517608,0.815,0.864,2.25184204248838e-204
"COPS9",4.20036769398801e-209,0.92500737669967,0.315,0.189,2.30898412506215e-204
"LAMTOR4",5.64925354035187e-209,0.573816471793786,0.444,0.293,3.10545116366682e-204
"RPL9",9.76779455587072e-209,-0.297288768814121,0.889,0.921,5.36945434530769e-204
"DNAJB6",1.17386654990659e-208,-0.954170937748319,0.378,0.517,6.45286181149154e-204
"KIF2A",1.81484954247861e-208,0.80755850688619,0.351,0.216,9.97640941995918e-204
"ZNF638",8.89483600643819e-208,1.00063664744693,0.253,0.138,4.88958030109914e-203
"OXLD1",1.46715661740869e-207,1.12307534294852,0.142,0.06,8.06510664155729e-203
"NUDT22",1.54496124810448e-207,0.948087665666717,0.199,0.097,8.49280647695515e-203
"CAST",2.08860141194059e-207,0.682885842881823,0.458,0.312,1.14812508215786e-202
"SLF2",1.49507704512924e-206,1.60861074341348,0.103,0.037,8.21858802477992e-202
"GGCT",1.50812089463449e-206,1.24222213023506,0.138,0.058,8.29029136989527e-202
"FOSL2",1.1062452847905e-205,-1.67683001094114,0.073,0.206,6.08114095502188e-201
"ISCA2",1.63345744848978e-205,1.02314564709607,0.145,0.062,8.97927894009318e-201
"HINT2",1.79825761437532e-205,0.997825318448481,0.183,0.087,9.88520193198258e-201
"UTRN",2.16310201662249e-205,0.960722981132528,0.333,0.205,1.18907880955755e-200
"HSBP1",8.13819454133943e-205,0.910778628449023,0.262,0.145,4.4736469213197e-200
"GIMAP6",1.54356024390606e-204,1.11655116036427,0.173,0.081,8.48510501677601e-200
"MAP4",2.03992920635776e-204,0.997044261016902,0.258,0.143,1.12136948402692e-199
"IGLV2-8",3.94703317903468e-204,4.88866324782704,0.021,0.002,2.16972360884715e-199
"NLRC3",8.84877806104098e-204,1.10751553471951,0.191,0.093,4.86426178793484e-199
"TMOD3",1.35946601074903e-203,0.835627404294114,0.321,0.191,7.47312060768851e-199
"CALM3",2.16872149298053e-203,0.662208311983138,0.481,0.34,1.19216789190632e-198
"NOP10",9.97005960765293e-203,0.591209413815288,0.458,0.308,5.48064146692289e-198
"LAMTOR1",1.07783257707565e-202,0.771105667622386,0.327,0.197,5.92495345944254e-198
"PGLS",3.29377887438152e-202,0.865957577325237,0.274,0.154,1.81062318503626e-197
"GADD45B",3.58451171439019e-202,-1.18455679656085,0.286,0.429,1.97044193451743e-197
"CCNH",5.29862528458718e-202,-0.939277454240592,0.253,0.406,2.91270730519042e-197
"HSPD1",8.28671252048902e-202,-1.50609478355897,0.425,0.546,4.55528873963802e-197
"IGHV7-4-1",9.66206876521296e-202,0.394338890709567,0.012,0.001,5.31133582092522e-197
"PSMD4",2.98889844601617e-201,0.858321555943882,0.278,0.157,1.64302736475955e-196
"AC103702.2",8.63179122305978e-201,2.0667801905368,0.056,0.015,4.74498195322819e-196
"SDCBP",9.75909858426175e-201,-1.11111044955637,0.238,0.382,5.36467408275453e-196
"MPG",1.0771300873907e-200,0.863760638655526,0.256,0.141,5.92109180339543e-196
"PFKFB3",1.40905418863866e-200,-1.56300073904664,0.094,0.23,7.74571178036559e-196
"ZNF22",1.25747267806328e-199,1.00488158947663,0.198,0.098,6.91245305858167e-195
"INPP5F",1.36923994505964e-199,1.4809133678095,0.1,0.036,7.52684890198732e-195
"WDR83OS",3.05581934366011e-199,0.558608598951534,0.546,0.402,1.6798144514034e-194
"UQCC2",5.85887551788705e-199,1.03593495263386,0.179,0.085,3.22068246093769e-194
"AL355076.2",8.07115015890076e-199,4.18436852134157,0.01,0,4.43679195384934e-194
"BRCA2",9.0449740811597e-199,1.98060235000395,0.056,0.015,4.9721127021543e-194
"ACADM",9.63334116940076e-199,1.126885801965,0.153,0.068,5.29554397423129e-194
"RCSD1",1.20957613650456e-198,0.785463280512807,0.29,0.166,6.64916097997923e-194
"USP15",1.20978586130103e-198,0.754665357176217,0.435,0.294,6.65031385815789e-194
"RPUSD3",1.55095650419848e-198,1.15884883245447,0.132,0.055,8.52576299922947e-194
"MRPS18C",2.51080079214721e-198,0.87571058050254,0.226,0.118,1.38021230345124e-193
"CD82",4.28477528809172e-198,0.896445800182703,0.332,0.205,2.3553838236169e-193
"DGUOK",7.021979009259e-198,0.718172203456224,0.36,0.225,3.86005208117977e-193
"NT5C3A",5.50444851638357e-197,0.947964801533324,0.32,0.196,3.02585039394121e-192
"AP1S1",9.03938791050175e-197,1.27705077819203,0.108,0.041,4.96904192828192e-192
"PAK2",9.05919894029449e-197,0.713107301553754,0.469,0.33,4.97993224946929e-192
"VAMP8",8.91779472819016e-196,0.59301982883956,0.474,0.33,4.90220094003342e-191
"JAK2",6.12372532157767e-195,1.41784898303683,0.108,0.041,3.36627304652446e-190
"PIN1",6.35664582924737e-195,0.757667722656245,0.308,0.183,3.49431177879557e-190
"GRAP2",7.854131514111e-195,0.934055290982159,0.252,0.14,4.31749463462196e-190
"GIMAP2",8.01032728590754e-195,1.05161692807615,0.202,0.102,4.40335701233624e-190
"IFRD1",5.47975371267515e-194,-1.17422783469055,0.195,0.341,3.01227541339466e-189
"MRPL58",4.07478272417946e-193,1.50049180099495,0.094,0.034,2.23994881130869e-188
"COMT",4.89866656412864e-193,0.935543600188984,0.195,0.097,2.69284599696716e-188
"KPNA2",5.20761516340607e-193,-1.32005381593673,0.128,0.266,2.86267813147595e-188
"CD69",9.60260891084886e-193,-0.44771470433174,0.528,0.707,5.27865014438273e-188
"AC245060.5",1.26441003882088e-192,2.05383843243043,0.049,0.012,6.95058842440227e-188
"LYSMD2",2.99059654208957e-192,0.847559459473595,0.28,0.161,1.64396082515206e-187
"HSP90AA1",5.76673965445548e-192,-1.22071304652752,0.82,0.859,3.17003445545072e-187
"IL1B",1.00913705349443e-191,2.69508332971773,0.024,0.003,5.54732729676423e-187
"RPS7",1.076228360028e-191,-0.235684562535076,0.966,0.972,5.9161349179099e-187
"HNRNPA0",1.33542017372046e-191,-0.687262396447698,0.459,0.584,7.34093823695873e-187
"SRP9",2.04572355202305e-191,0.645658150919906,0.426,0.286,1.12455469378259e-186
"MCL1",4.7789205036878e-191,-0.684338770656276,0.602,0.683,2.62702039008222e-186
"NEDD8",6.70480911468e-190,0.587223757529484,0.452,0.311,3.68570061843074e-185
"PDE4B",2.23530636614685e-189,-0.836427928594678,0.266,0.417,1.22877026253458e-184
"ARL4A",2.57819885427408e-189,-1.50853432281482,0.098,0.229,1.417261692183e-184
"TMEM60",1.01866194273692e-188,1.37738544115642,0.095,0.035,5.59968656541914e-184
"ARF4",1.51385266105361e-188,-0.995159588853343,0.232,0.376,8.32179946307779e-184
"GNPTAB",2.56907455590338e-188,1.11257387518617,0.22,0.118,1.41224597412565e-183
"L3HYPDH",2.68773221705048e-188,1.81145751287026,0.056,0.015,1.47747327703482e-183
"ODC1",3.3556748081229e-188,-1.12654681122579,0.245,0.384,1.84464799877324e-183
"UBE2V2",4.87800876408723e-188,0.999644466818847,0.186,0.092,2.68149019770639e-183
"IRAK4",9.84935017917785e-188,0.958264202403802,0.209,0.108,5.41428628699585e-183
"FAAP20",1.89752352488397e-187,0.90646204948116,0.267,0.153,1.04308765686397e-182
"CNOT6L",2.25679480080913e-187,-0.841197413909912,0.262,0.414,1.24058266995279e-182
"RPS14",3.41188386206347e-187,-0.211111311750276,0.97,0.972,1.87554667781491e-182
"MPLKIP",1.12464409929808e-186,0.992245760045425,0.189,0.094,6.18228107825148e-182
"NDUFS7",1.47600455794861e-186,0.646829655460141,0.369,0.236,8.11374465549929e-182
"EIF4A1",1.68100670366113e-186,-1.20079928390727,0.168,0.307,9.24066195069562e-182
"PTPN11",1.71422745727587e-186,1.10240063422261,0.2,0.103,9.4232797553912e-182
"SP140",2.46978470348005e-186,0.8061737329878,0.33,0.204,1.35766534935002e-181
"DCLRE1C",3.98836644182892e-186,1.54789649984985,0.088,0.031,2.19244491673777e-181
"EEF1B2",7.90977145791651e-186,-0.345900629552734,0.757,0.841,4.34808046813128e-181
"ZDHHC12",8.31330617106211e-186,1.04156636581486,0.168,0.08,4.56990753529455e-181
"IRF3",2.1895939991364e-185,0.858615441333711,0.248,0.138,1.20364171726527e-180
"DMAC1",2.27063474839301e-185,1.3631858229556,0.101,0.038,1.24819062753912e-180
"CYCS",2.28921474205521e-185,-0.795505839827105,0.421,0.547,1.25840423585517e-180
"TNFSF13B",8.89771652324966e-185,1.8302762309641,0.066,0.02,4.89116374999557e-180
"POLR2G",1.31270338633357e-184,0.745085689964817,0.284,0.165,7.21606178501426e-180
"NDUFS6",1.42147473580569e-184,0.659698400986759,0.388,0.255,7.81398877019745e-180
"CLEC2D",1.86804795468032e-184,0.666071487931421,0.523,0.387,1.02688464116732e-179
"MT-ND4",1.98689851713014e-184,-0.399540242937341,0.845,0.897,1.09221798385161e-179
"AREG",2.3287457291412e-184,-2.06303807497658,0.043,0.156,1.28013481476621e-179
"PSD4",4.25170315087819e-184,1.16644281215473,0.141,0.063,2.33720373906925e-179
"TIGIT",6.25257042879216e-184,0.711507058139532,0.426,0.291,3.43710049041134e-179
"GLIPR1",6.95538777734287e-184,-0.97680441121569,0.244,0.387,3.82344621508315e-179
"TBC1D1",1.31022437848417e-183,1.03194847477612,0.212,0.112,7.20243443096532e-179
"MPST",1.49469988276005e-183,1.25467017411047,0.134,0.058,8.21651472552027e-179
"SSNA1",2.83242078190002e-182,0.700940557600036,0.374,0.243,1.55701002801826e-177
"FBXO9",4.19361754320235e-182,1.0992726076005,0.17,0.082,2.30527349967376e-177
"TMEM14A",5.21836928359555e-182,0.908865114332872,0.17,0.082,2.86858977888531e-177
"GALK1",7.1678355873333e-182,1.30277066645089,0.093,0.034,3.94023090071299e-177
"TYROBP",1.7698438522018e-181,1.41370740099239,0.056,0.015,9.72900863993852e-177
"PYM1",5.36022084223802e-181,1.35114139048088,0.112,0.045,2.94656699918666e-176
"HSPH1",1.05251855218984e-179,-1.62208421718079,0.334,0.463,5.78579973324279e-175
"VPS36",2.31434978443909e-179,0.912886076088228,0.236,0.13,1.27222122000401e-174
"ZCRB1",5.95212343031748e-179,0.973678332511243,0.206,0.108,3.27194177087982e-174
"SEPT7",7.35970632430739e-179,0.505761790653689,0.653,0.53,4.04570416353501e-174
"MRPS11",1.00476706920632e-178,1.08096170823276,0.151,0.07,5.52330505613408e-174
"PDE6D",1.183785896236e-178,1.09001532784104,0.147,0.067,6.50738945019889e-174
"NHP2",1.32827448672871e-178,0.745100021130455,0.313,0.192,7.30165768099641e-174
"GOLIM4",4.90460957889518e-178,1.52406811746152,0.092,0.034,2.69611293161447e-173
"PKM",6.1367741874893e-178,0.668198754058636,0.549,0.428,3.37344613860474e-173
"RBM3",1.05132915450696e-177,-0.635685791652668,0.416,0.555,5.7792614952402e-173
"TCHP",1.11369517838209e-177,1.37158300841537,0.102,0.039,6.12209376508416e-173
"LPIN2",1.26713387111722e-177,0.926014487222492,0.26,0.15,6.96556160291849e-173
"TADA3",2.42513118472383e-177,0.906360075434529,0.209,0.11,1.33311886355454e-172
"NUDT5",3.63130960586986e-177,0.895100107541099,0.23,0.127,1.99616720344272e-172
"NCOA3",3.85445209769471e-177,1.02471724226175,0.194,0.1,2.11883086262376e-172
"STMP1",7.65583376945936e-177,0.953187448129481,0.225,0.123,4.2084883814095e-172
"CLTA",2.09189760998654e-176,0.711182849557691,0.372,0.244,1.1499370351857e-171
"THRAP3",5.19948234169614e-176,0.667722638179548,0.439,0.305,2.85820743805378e-171
"KXD1",5.94680358080305e-176,0.802513226544563,0.224,0.121,3.26901739640325e-171
"COX5B",9.77192016449677e-176,0.457501640412965,0.632,0.51,5.37172223362552e-171
"JMJD6",1.66761589956818e-175,-1.14084562561902,0.166,0.302,9.16705136151623e-171
"USP36",1.53229972528807e-174,-1.23717009783568,0.122,0.253,8.42320481988103e-170
"YIF1A",1.90533785399477e-174,0.883759326074406,0.192,0.098,1.04738327171947e-169
"SMAP2",1.95591206610811e-174,-1.15132373430982,0.17,0.304,1.07518442186029e-169
"MRPS21",2.62841790950925e-174,0.528002513696972,0.426,0.289,1.44486760903633e-169
"ANKIB1",3.21768092063047e-174,1.38949925840315,0.121,0.052,1.76879137887977e-169
"MITD1",3.27210077930739e-174,0.961862315549273,0.179,0.089,1.79870651939307e-169
"SERTAD1",3.8331719621964e-174,-1.10725994655998,0.215,0.35,2.10713295933898e-169
"NFKBIA",6.07402992693296e-174,-0.800669841984086,0.451,0.57,3.33895499113431e-169
"AL512625.3",3.2314586218925e-173,2.48775464712833,0.024,0.004,1.77636511904053e-168
"RALB",3.24979509795909e-173,1.34090687751664,0.106,0.042,1.78644486329909e-168
"EIF4A3",6.85055302023578e-173,-1.13061691137326,0.182,0.315,3.76581750075381e-168
"RECQL",1.87104891744465e-172,0.932158918488921,0.227,0.126,1.0285343004085e-167
"HTATIP2",1.94028710303969e-172,0.937410039717198,0.198,0.104,1.06659522341195e-167
"CAPN2",2.66831198708789e-172,0.762595527265256,0.389,0.265,1.46679778242208e-167
"TPR",3.32579463652581e-172,0.683517429249502,0.429,0.297,1.8282225696446e-167
"CCDC25",6.70700163707511e-172,1.03553888050889,0.163,0.079,3.68690586991656e-167
"KIR2DL4",5.64194624505378e-171,1.5850990574593,0.081,0.028,3.10143427036851e-166
"N4BP2L2",8.19012976108937e-171,0.628637499654313,0.468,0.335,4.50219623096844e-166
"NAXE",1.90964027503335e-170,1.01758809650264,0.19,0.098,1.04974835558858e-165
"ZNHIT1",6.8507925652339e-170,0.709116032738339,0.313,0.193,3.76594918103472e-165
"SNX10",1.0571945807412e-169,1.20049262306624,0.119,0.05,5.81150432979246e-165
"FAU",1.46798793484374e-169,-0.209003623798611,0.975,0.977,8.06967647662951e-165
"SNHG8",1.71891252515391e-169,-0.843618228132776,0.298,0.434,9.44903404202357e-165
"IER2",1.73439942696061e-169,-0.756356549973167,0.457,0.578,9.53416708994515e-165
"PIK3R1",1.9816014393841e-169,-0.810471815284646,0.362,0.484,1.08930612724383e-164
"C1GALT1",4.55122561035797e-169,0.972131027349296,0.215,0.117,2.50185423026988e-164
"SRI",4.99538058966052e-169,0.575505715815768,0.401,0.268,2.74601066394228e-164
"COA4",1.01929864559092e-168,0.965187434795697,0.178,0.09,5.60318658467783e-164
"PSMG2",2.10507675189877e-168,0.74334776852486,0.309,0.191,1.15718174128627e-163
"POMP",2.91378143649556e-168,0.55605005217388,0.519,0.39,1.60173479345597e-163
"H2AFX",5.36930325775384e-168,-1.18280789687271,0.149,0.279,2.95155969381986e-163
"FAM192A",5.64317351506246e-168,1.03761387249723,0.153,0.073,3.10210891296499e-163
"MYO1E",1.14904528938737e-167,1.73472779160707,0.064,0.02,6.31641686029131e-163
"LSM10",3.23533060129035e-167,0.821065645223435,0.268,0.159,1.77849358483532e-162
"PRR14L",5.90101990129672e-167,1.38417751508918,0.093,0.036,3.24384964994182e-162
"NBN",8.0892855632482e-167,1.02235710427601,0.171,0.085,4.44676116697317e-162
"PPP1R18",1.25228107046748e-166,0.600930400694154,0.395,0.264,6.88391427246681e-162
"HDDC2",1.27430633193975e-166,0.939758738332018,0.188,0.097,7.004989337306e-162
"ATP1A1",1.59589996527166e-166,-0.925310740713559,0.24,0.374,8.77282169909485e-162
"BTN3A2",1.85688524479312e-166,0.720673791184556,0.372,0.248,1.02074838791522e-161
"TIMM17B",2.79978957269691e-166,0.773453170516634,0.25,0.143,1.53907232600722e-161
"ECE1",2.9253857812572e-166,1.34637698849801,0.13,0.059,1.60811381781489e-161
"DNAJC10",3.5110777378198e-166,1.19458858154238,0.134,0.061,1.93007454325692e-161
"DNMT1",2.03012116458668e-165,0.893408322042513,0.246,0.142,1.11597790538494e-160
"CEP350",2.2096070838954e-165,0.905223874724931,0.276,0.167,1.21464311008814e-160
"THOC7",2.46828384314246e-165,0.866571030595401,0.218,0.119,1.35684031141384e-160
"ATOX1",6.89194917077982e-165,0.932608516121345,0.18,0.092,3.78857337866937e-160
"PARK7",7.13770644584582e-165,0.48537833772154,0.594,0.467,3.92366861034591e-160
"HSPB11",9.74181753735821e-165,0.782207064774604,0.264,0.155,5.35517451846118e-160
"SRGAP3",1.02240956107797e-164,1.49502883629617,0.103,0.042,5.62028759820172e-160
"TRGC2",1.28267910668184e-164,1.6084596119085,0.115,0.049,7.05101531734076e-160
"NT5C",2.15246755068697e-164,0.704227393283275,0.244,0.139,1.18323293728813e-159
"ROCK1",1.65185605118521e-163,0.685451022972157,0.417,0.293,9.08041789897022e-159
"GPR180",1.73829085812155e-163,1.5861685291212,0.071,0.024,9.55555867617999e-159
"MRPS16",6.1094390018808e-163,0.911890154072931,0.193,0.102,3.35841971372389e-158
"SMARCAD1",7.51565564330252e-163,1.2045797148301,0.129,0.058,4.13143106367983e-158
"AAGAB",9.285076355884e-163,1.15211658063098,0.133,0.061,5.104099323593e-158
"NABP2",1.885005762888e-162,1.11102776551196,0.134,0.061,1.03620651791716e-157
"FKBP3",1.90590337410565e-162,1.00962606240816,0.167,0.084,1.04769414377961e-157
"AC016831.7",3.09944575255155e-162,-0.955399211612226,0.22,0.354,1.70379632463511e-157
"SNRPC",3.54903112332729e-162,0.762736049294433,0.314,0.198,1.95093789880424e-157
"MZB1",4.16570822876032e-162,1.46013146018491,0.07,0.023,2.28993147043183e-157
"ATP6V1F",4.85214595532968e-162,0.596583004744757,0.426,0.3,2.66727315310428e-157
"CCDC90B",7.23492212297287e-162,0.899601239003986,0.197,0.104,3.97710904021942e-157
"BAZ1B",9.38590231180198e-162,0.902056565770337,0.248,0.145,5.15952435982067e-157
"ATP5PD",1.54370576259736e-161,0.789618358977284,0.305,0.192,8.48590494757393e-157
"RNF125",2.15466949271551e-161,-1.01777621207793,0.177,0.308,1.18444336684064e-156
"RPL22",2.26158833725688e-161,-0.329458424863268,0.852,0.892,1.24321772487348e-156
"VPS13C",3.26252553736621e-161,0.787635214953571,0.319,0.203,1.79344291314558e-156
"ETHE1",3.75740793151916e-161,0.848043975948626,0.209,0.114,2.0654847140354e-156
"CRTAM",4.68076190175752e-161,-1.42842799965616,0.134,0.256,2.57306162501512e-156
"SRP14",8.20758111533908e-161,0.338233925981314,0.82,0.746,4.51178941491305e-156
"C9orf16",5.29136551105454e-160,0.563509210644536,0.52,0.396,2.90871653508179e-155
"RAB27A",3.43212260892367e-159,0.661040775982224,0.398,0.272,1.88667211935143e-154
"TRIP11",3.91366861923575e-159,1.04172210385586,0.164,0.082,2.15138277668008e-154
"HCLS1",5.16352330492021e-159,0.501565725549222,0.588,0.468,2.83844039594769e-154
"MT-ND1",5.2049687746842e-159,-0.341591959048237,0.876,0.904,2.86122338513165e-154
"FAM207A",7.74740042919446e-159,1.12499044442582,0.125,0.056,4.25882348993248e-154
"ZC3H12A",1.34811118240277e-158,-1.30289301664923,0.109,0.229,7.41070198078627e-154
"LSM7",1.55138522319741e-158,0.519653079812282,0.455,0.323,8.5281197104385e-154
"PSMB3",1.90914772609021e-158,0.562284228030423,0.476,0.348,1.04947759650905e-153
"SCAMP2",2.43281041767582e-158,0.696106157133347,0.342,0.222,1.33734021470058e-153
"MAP1LC3B",3.2156046314116e-158,-0.671142005061531,0.441,0.554,1.76765002193327e-153
"FADD",3.64460228832763e-158,1.22825451132089,0.119,0.052,2.00347432391658e-153
"DAD1",5.21260903971113e-158,0.519704425403471,0.461,0.329,2.8654233152196e-153
"C21orf91",7.78064335983996e-158,0.941668026870601,0.193,0.103,4.27709746133762e-153
"CD96",8.15942308790155e-158,0.501597825253465,0.623,0.501,4.48531646565036e-153
"JAK3",9.23812552954141e-158,0.891209711075201,0.224,0.126,5.07828998484421e-153
"TMEM160",1.3380465456323e-157,0.670028172022037,0.325,0.207,7.35537566599534e-153
"PHF14",2.34676550935232e-157,0.924985102896426,0.198,0.106,1.29004046814606e-152
"APOL2",2.49286863131471e-157,1.32432866125969,0.101,0.041,1.37035481532001e-152
