"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AL118516.1",3.90183176288168e-21,0.661660478139282,0.141,0.059,6.3580348576157e-17,"Naive_like_2_SC","AL118516.1"
"YY1AP1",4.01492674136286e-21,0.481161680506655,0.294,0.177,6.54232312505079e-17,"Naive_like_2_SC","YY1AP1"
"DRG1",4.0581647444516e-21,0.426319138238683,0.272,0.156,6.61277945108389e-17,"Naive_like_2_SC","DRG1"
"NFAT5",4.76562770753532e-21,0.485563725207446,0.273,0.156,7.76559034942881e-17,"Naive_like_2_SC","NFAT5"
"DDAH2",5.22550393786985e-21,0.4156377050792,0.192,0.093,8.51495866675891e-17,"Naive_like_2_SC","DDAH2"
"RPGR",5.48361851348358e-21,0.290098410512762,0.103,0.035,8.9355563677215e-17,"Naive_like_2_SC","RPGR"
"WDR20",6.12533103821948e-21,0.407036420996241,0.2,0.099,9.98122692677864e-17,"Naive_like_2_SC","WDR20"
"EIF4G2",6.18963413534907e-21,0.433398065318166,0.657,0.574,1.00860088235513e-16,"Naive_like_2_SC","EIF4G2"
"RLF",6.54923366074206e-21,0.489433059405338,0.217,0.113,1.06719762501792e-16,"Naive_like_2_SC","RLF"
"ZNF644",6.99466098484692e-21,0.430332857467684,0.274,0.155,1.13978000748081e-16,"Naive_like_2_SC","ZNF644"
"ETFRF1",7.00992333542056e-21,0.324551673712993,0.138,0.057,1.14226700750678e-16,"Naive_like_2_SC","ETFRF1"
"ARL4A",7.47901683078217e-21,0.426367818774579,0.193,0.095,1.21870579257595e-16,"Naive_like_2_SC","ARL4A"
"IRF1",7.78061202925444e-21,0.66828912418141,0.544,0.442,1.26785073016701e-16,"Naive_like_2_SC","IRF1"
"CCDC93",8.51066716978678e-21,0.455877162404979,0.202,0.102,1.38681321531676e-16,"Naive_like_2_SC","CCDC93"
"RYBP",8.87646980983131e-21,0.375160124055476,0.153,0.066,1.44642075551201e-16,"Naive_like_2_SC","RYBP"
"RABGEF1",9.03216329598394e-21,0.297215873736793,0.116,0.043,1.47179100908058e-16,"Naive_like_2_SC","RABGEF1"
"AGO2",9.58586223317973e-21,0.450594003325862,0.286,0.167,1.56201625089664e-16,"Naive_like_2_SC","AGO2"
"SNRPG",1.12682300820702e-20,0.436030666193985,0.655,0.575,1.83615809187335e-16,"Naive_like_2_SC","SNRPG"
"MTFP1",1.21170656878282e-20,0.523816915062745,0.205,0.106,1.97447585383161e-16,"Naive_like_2_SC","MTFP1"
"GSPT1",1.21831488141582e-20,0.490532778280154,0.354,0.229,1.98524409926708e-16,"Naive_like_2_SC","GSPT1"
"SEPT11",1.4523834311083e-20,0.383180853494637,0.175,0.081,2.36665880099098e-16,"Naive_like_2_SC","SEPT11"
"PISD",1.5606736462866e-20,0.428886503334936,0.212,0.11,2.54311770662402e-16,"Naive_like_2_SC","PISD"
"BRD4",1.94656384375538e-20,0.495576533225649,0.397,0.274,3.17192578339939e-16,"Naive_like_2_SC","BRD4"
"ARF1",2.25394051698308e-20,0.369549427537563,0.777,0.722,3.67279607242392e-16,"Naive_like_2_SC","ARF1"
"NFKBIZ",2.36661473026998e-20,1.14384274894421,0.216,0.118,3.85639870297493e-16,"Naive_like_2_SC","NFKBIZ"
"TGFB11",2.42345981268793e-20,0.500712507229482,0.694,0.596,3.94902776477499e-16,"Naive_like_2_SC","TGFB1"
"SRRM2",2.61905227451577e-20,0.479122507236596,0.573,0.469,4.26774568132345e-16,"Naive_like_2_SC","SRRM2"
"GOLT1B",3.92513901112182e-20,0.438406735004384,0.296,0.178,6.396014018623e-16,"Naive_like_2_SC","GOLT1B"
"RFX3",3.98078157590751e-20,0.376861711049801,0.127,0.051,6.48668357794128e-16,"Naive_like_2_SC","RFX3"
"GTPBP1",4.24906850506133e-20,0.470844465081165,0.172,0.082,6.92385712899744e-16,"Naive_like_2_SC","GTPBP1"
"ALKBH1",4.98737246731593e-20,0.27943456073359,0.104,0.036,8.12692343549131e-16,"Naive_like_2_SC","ALKBH1"
"COPS5",5.85978902052925e-20,0.482413341333956,0.371,0.257,9.54852620895241e-16,"Naive_like_2_SC","COPS5"
"ZC3H12D",6.44745580337061e-20,0.492436985273586,0.206,0.107,1.05061292315924e-15,"Naive_like_2_SC","ZC3H12D"
"RSL24D1",6.49486152577251e-20,0.446102348736339,0.573,0.469,1.05833768562463e-15,"Naive_like_2_SC","RSL24D1"
"CRNKL1",7.26030931068626e-20,0.465369331030916,0.217,0.116,1.18306740217633e-15,"Naive_like_2_SC","CRNKL1"
"SLC7A51",7.3252497880845e-20,0.602190982642028,0.458,0.343,1.19364945296837e-15,"Naive_like_2_SC","SLC7A5"
"ZC3H15",1.04519366960015e-19,0.479784247875701,0.515,0.412,1.70314308461345e-15,"Naive_like_2_SC","ZC3H15"
"KANSL2",1.27083621736526e-19,0.433158763903031,0.212,0.111,2.07082761619669e-15,"Naive_like_2_SC","KANSL2"
"PDCD1",1.45791201994972e-19,0.738619773244763,0.219,0.12,2.37566763650806e-15,"Naive_like_2_SC","PDCD1"
"TP53BP2",1.5055987980865e-19,0.350754154229426,0.162,0.074,2.45337324148196e-15,"Naive_like_2_SC","TP53BP2"
"IRF2BP2",2.278040348674e-19,0.549724145482744,0.317,0.202,3.71206674816428e-15,"Naive_like_2_SC","IRF2BP2"
"PIH1D1",2.38362829826749e-19,0.47413426360543,0.341,0.225,3.88412231202688e-15,"Naive_like_2_SC","PIH1D1"
"RBM7",2.59791108012598e-19,0.319838770556246,0.13,0.053,4.23329610506528e-15,"Naive_like_2_SC","RBM7"
"NOL7",2.75753890886752e-19,0.45507251398949,0.558,0.469,4.49340965199962e-15,"Naive_like_2_SC","NOL7"
"GPATCH2",3.48792020223727e-19,0.320539196784832,0.117,0.046,5.68356596954564e-15,"Naive_like_2_SC","GPATCH2"
"PRPF38A",3.70223786299603e-19,0.419404578359522,0.249,0.144,6.03279659775203e-15,"Naive_like_2_SC","PRPF38A"
"H2AFV",3.99105393619667e-19,0.480878758228552,0.526,0.426,6.50342238903247e-15,"Naive_like_2_SC","H2AFV"
"KRAS",4.15888567359516e-19,0.452840931623122,0.622,0.541,6.77690420512332e-15,"Naive_like_2_SC","KRAS"
"MRPL49",4.34013799824514e-19,0.404920807982688,0.285,0.17,7.07225486814045e-15,"Naive_like_2_SC","MRPL49"
"JUN",4.39095129834049e-19,0.906519335872167,0.714,0.671,7.15505514064583e-15,"Naive_like_2_SC","JUN"
"ATF1",4.43771832323764e-19,0.390151325032542,0.222,0.12,7.23126200771574e-15,"Naive_like_2_SC","ATF1"
"ZNF324",4.47416594817257e-19,0.360484813264036,0.15,0.067,7.2906534125472e-15,"Naive_like_2_SC","ZNF324"
"DNAJB9",4.80502142644433e-19,0.452193360087994,0.264,0.154,7.82978241439104e-15,"Naive_like_2_SC","DNAJB9"
"YAF2",5.22609092607809e-19,0.419409919779299,0.214,0.114,8.51591516404425e-15,"Naive_like_2_SC","YAF2"
"CNTRL",6.25425608549829e-19,0.476728175341438,0.305,0.191,1.01913102913195e-14,"Naive_like_2_SC","CNTRL"
"PRPF40A",6.32567140675196e-19,0.495207367723842,0.479,0.368,1.03076815573023e-14,"Naive_like_2_SC","PRPF40A"
"ISG20L2",6.99153011763488e-19,0.44816479332335,0.267,0.158,1.1392698326686e-14,"Naive_like_2_SC","ISG20L2"
"ACD",1.02282513387726e-18,0.481036968273564,0.377,0.261,1.66669355565299e-14,"Naive_like_2_SC","ACD"
"PNP",1.11886621781621e-18,0.612777613837611,0.358,0.25,1.82319250193152e-14,"Naive_like_2_SC","PNP"
"PPP1CB1",1.27033360716537e-18,0.467082424740703,0.399,0.276,2.07000861287598e-14,"Naive_like_2_SC","PPP1CB"
"MAPK1IP1L",1.4693995077451e-18,0.525442030293389,0.468,0.368,2.39438649787064e-14,"Naive_like_2_SC","MAPK1IP1L"
"DHX36",1.57890030143203e-18,0.473959484793102,0.32,0.207,2.57281804118349e-14,"Naive_like_2_SC","DHX36"
"EIF4A1",1.60559870375566e-18,0.50835169241434,0.295,0.185,2.61632308776984e-14,"Naive_like_2_SC","EIF4A1"
"SLC25A3",1.64661144100628e-18,0.381391778001257,0.746,0.708,2.68315334311974e-14,"Naive_like_2_SC","SLC25A3"
"ARID4A",1.71297680086296e-18,0.482629664201864,0.316,0.2,2.7912956970062e-14,"Naive_like_2_SC","ARID4A"
"AHNAK",1.97217165687755e-18,0.626926880995172,0.676,0.602,3.21365371488196e-14,"Naive_like_2_SC","AHNAK"
"SRRT",2.15695049864898e-18,0.552227757352061,0.387,0.273,3.51475083754851e-14,"Naive_like_2_SC","SRRT"
"GGNBP2",2.61031887758006e-18,0.498434480809947,0.425,0.318,4.2535146110167e-14,"Naive_like_2_SC","GGNBP2"
"FKBP4",2.64913339205161e-18,0.706855632222064,0.28,0.178,4.31676286234809e-14,"Naive_like_2_SC","FKBP4"
"VAPB",2.6746350349272e-18,0.377367937312379,0.196,0.101,4.35831778941387e-14,"Naive_like_2_SC","VAPB"
"C11orf58",2.80675536224991e-18,0.423786947023048,0.667,0.602,4.57360786278623e-14,"Naive_like_2_SC","C11orf58"
"CEBPG",2.95915963142485e-18,0.415710115389953,0.272,0.164,4.82195061940679e-14,"Naive_like_2_SC","CEBPG"
"GPR137",3.13850149418521e-18,0.399049432475919,0.222,0.121,5.1141881847748e-14,"Naive_like_2_SC","GPR137"
"PRNP1",3.19832456711576e-18,0.514705333907346,0.493,0.384,5.21166988211512e-14,"Naive_like_2_SC","PRNP"
"BRAF",3.3287567236047e-18,0.417064436372566,0.22,0.122,5.42420908111386e-14,"Naive_like_2_SC","BRAF"
"TRAPPC2B",3.67036719854932e-18,0.427871314008802,0.2,0.106,5.98086335003611e-14,"Naive_like_2_SC","TRAPPC2B"
"RHEB",4.49265384917289e-18,0.479583731852077,0.39,0.275,7.32077944722723e-14,"Naive_like_2_SC","RHEB"
"MRPL32",5.18733890604404e-18,0.479400438654925,0.296,0.188,8.45276874739877e-14,"Naive_like_2_SC","MRPL32"
"TRAF3",5.2221283972193e-18,0.421472846355119,0.224,0.124,8.50945822326884e-14,"Naive_like_2_SC","TRAF3"
"POMP",6.06527788371037e-18,0.454988811426906,0.612,0.535,9.88337031150604e-14,"Naive_like_2_SC","POMP"
"CCNK",6.20470666964606e-18,0.405595653275559,0.302,0.19,1.01105695181883e-13,"Naive_like_2_SC","CCNK"
"SEC24A",7.0556186311127e-18,0.353012900250161,0.134,0.059,1.14971305593981e-13,"Naive_like_2_SC","SEC24A"
"ADPRHL2",7.92458324552931e-18,0.419034619446423,0.256,0.153,1.291310839859e-13,"Naive_like_2_SC","ADPRHL2"
"DUSP2",7.92528625675192e-18,1.07843592412583,0.614,0.559,1.29142539553772e-13,"Naive_like_2_SC","DUSP2"
"SRSF1",8.41725708604045e-18,0.501287683561455,0.327,0.217,1.37159204217029e-13,"Naive_like_2_SC","SRSF1"
"SAFB2",9.64142877066526e-18,0.501105999753596,0.37,0.261,1.5710708181799e-13,"Naive_like_2_SC","SAFB2"
"SNU13",1.06653669375119e-17,0.400395459968955,0.692,0.632,1.73792154246757e-13,"Naive_like_2_SC","SNU13"
"TRIP11",1.60796376464884e-17,0.452994782560123,0.261,0.157,2.62017695449528e-13,"Naive_like_2_SC","TRIP11"
"NONO",1.66093148323113e-17,0.503675029185009,0.57,0.485,2.70648785192513e-13,"Naive_like_2_SC","NONO"
"YY1",1.81490995768076e-17,0.465487249145182,0.47,0.361,2.95739577604081e-13,"Naive_like_2_SC","YY1"
"CDC42SE1",1.83508896358756e-17,0.429795357960679,0.476,0.371,2.99027746616592e-13,"Naive_like_2_SC","CDC42SE1"
"KPNA4",1.86029930391525e-17,0.376057602027386,0.221,0.122,3.0313577157299e-13,"Naive_like_2_SC","KPNA4"
"ANKLE2",1.91851192598255e-17,0.479664061919005,0.358,0.243,3.12621518338857e-13,"Naive_like_2_SC","ANKLE2"
"PITHD1",2.03868085832171e-17,0.489794947938528,0.405,0.299,3.32203045863522e-13,"Naive_like_2_SC","PITHD1"
"WDR33",2.24859150029347e-17,0.466277218029533,0.337,0.226,3.66407984972821e-13,"Naive_like_2_SC","WDR33"
"HAUS2",2.36423093800887e-17,0.331574250096737,0.174,0.087,3.85251431348545e-13,"Naive_like_2_SC","HAUS2"
"RHOA",2.90346286313119e-17,0.301253066391356,0.88,0.893,4.73119273547228e-13,"Naive_like_2_SC","RHOA"
"ARCN1",3.06481094115809e-17,0.421650901910999,0.286,0.177,4.9941094286171e-13,"Naive_like_2_SC","ARCN1"
"NUP153",3.09590180701486e-17,0.434820138702726,0.215,0.12,5.04477199453071e-13,"Naive_like_2_SC","NUP153"
"JMY",3.14973829465981e-17,0.366867647352188,0.154,0.074,5.13249855114815e-13,"Naive_like_2_SC","JMY"
"MARCH5",3.53083681866473e-17,0.401790966861339,0.283,0.177,5.75349859601417e-13,"Naive_like_2_SC","MARCH5"
"SERTAD3",4.0978162037635e-17,0.408368136111583,0.183,0.096,6.67739150403262e-13,"Naive_like_2_SC","SERTAD3"
"ZCCHC10",4.87131700367238e-17,0.351489481003711,0.179,0.092,7.93781105748414e-13,"Naive_like_2_SC","ZCCHC10"
"DPF2",5.08242703827075e-17,0.398814182804409,0.31,0.201,8.28181485886219e-13,"Naive_like_2_SC","DPF2"
"ZNF250",5.5635725515195e-17,0.320221159564158,0.108,0.043,9.06584147270103e-13,"Naive_like_2_SC","ZNF250"
"MRPS22",5.59856400996457e-17,0.414686215926621,0.239,0.139,9.12286005423727e-13,"Naive_like_2_SC","MRPS22"
"PPP2R2A",5.93293957657585e-17,0.427151152451052,0.272,0.168,9.66772504003035e-13,"Naive_like_2_SC","PPP2R2A"
"SUN1",6.23308775128541e-17,0.402054861250238,0.199,0.108,1.01568164907196e-12,"Naive_like_2_SC","SUN1"
"PHF5A",6.40921257669741e-17,0.41031008772839,0.378,0.266,1.04438118937284e-12,"Naive_like_2_SC","PHF5A"
"STAM",6.5343468670111e-17,0.345755977829911,0.148,0.07,1.06477182197946e-12,"Naive_like_2_SC","STAM"
"TOE1",6.88265247835907e-17,0.345950767875344,0.135,0.061,1.12152822134861e-12,"Naive_like_2_SC","TOE1"
"UBE2S",7.36145624811144e-17,0.398772046966119,0.155,0.075,1.19954929562976e-12,"Naive_like_2_SC","UBE2S"
"ATXN2L",7.72099128534686e-17,0.429357375433574,0.328,0.214,1.25813552994727e-12,"Naive_like_2_SC","ATXN2L"
"OGA",8.29613295990581e-17,0.435487483568096,0.347,0.233,1.35185486581665e-12,"Naive_like_2_SC","OGA"
"PSMD6",8.31375217159597e-17,0.461723864459093,0.427,0.321,1.35472591636156e-12,"Naive_like_2_SC","PSMD6"
"TOX4",9.96475741517665e-17,0.461761238198416,0.397,0.286,1.62375722080303e-12,"Naive_like_2_SC","TOX4"
"FAM133B",1.02345470681956e-16,0.477817081970773,0.336,0.226,1.66771944476248e-12,"Naive_like_2_SC","FAM133B"
"CDK16",1.17827519764467e-16,0.350801093881608,0.193,0.103,1.91999943456199e-12,"Naive_like_2_SC","CDK16"
"NUP58",1.19814138628457e-16,0.433351861047762,0.228,0.132,1.95237138895071e-12,"Naive_like_2_SC","NUP58"
"UTP11",1.30218689089236e-16,0.3560791192835,0.184,0.097,2.1219135387091e-12,"Naive_like_2_SC","UTP11"
"SNRPB",1.31729469876031e-16,0.373668083157913,0.674,0.606,2.14653171162993e-12,"Naive_like_2_SC","SNRPB"
"RCE1",1.35080666478995e-16,0.40288738661912,0.264,0.163,2.20113946027523e-12,"Naive_like_2_SC","RCE1"
"BTG3",1.35294614172336e-16,0.427808697057911,0.328,0.219,2.20462573793822e-12,"Naive_like_2_SC","BTG3"
"MTMR14",1.36218819940817e-16,0.420426743604631,0.301,0.194,2.21968567093561e-12,"Naive_like_2_SC","MTMR14"
"NAA15",1.42143142004233e-16,0.360167411102259,0.216,0.12,2.31622249895898e-12,"Naive_like_2_SC","NAA15"
"RBPJ",1.44447902386653e-16,0.470803245806872,0.429,0.322,2.35377856939051e-12,"Naive_like_2_SC","RBPJ"
"KBTBD2",1.45259162677401e-16,0.369669135307327,0.151,0.073,2.36699805582825e-12,"Naive_like_2_SC","KBTBD2"
"HNRNPAB",1.52262544617999e-16,0.458492703255724,0.28,0.175,2.48111816455029e-12,"Naive_like_2_SC","HNRNPAB"
"SEC61B",1.69101391726757e-16,0.349789817853534,0.726,0.68,2.7555071781875e-12,"Naive_like_2_SC","SEC61B"
"PTBP1",1.77281185616112e-16,0.460383727837906,0.427,0.32,2.88879691961454e-12,"Naive_like_2_SC","PTBP1"
"CHD4",1.78428241303087e-16,0.500082754883921,0.315,0.211,2.9074881920338e-12,"Naive_like_2_SC","CHD4"
"NEDD9",2.05435015257864e-16,0.369526336988144,0.114,0.048,3.3475635736269e-12,"Naive_like_2_SC","NEDD9"
"MRPL22",2.25468761815879e-16,0.393890994308099,0.315,0.206,3.67401347378975e-12,"Naive_like_2_SC","MRPL22"
"SAMSN1",2.44687654567442e-16,0.474500143164788,0.536,0.451,3.98718533117647e-12,"Naive_like_2_SC","SAMSN1"
"SNRPA1",2.68260452369726e-16,0.471420736792776,0.386,0.286,4.37130407136469e-12,"Naive_like_2_SC","SNRPA1"
"BDP1",2.68528300200667e-16,0.441724925560468,0.406,0.296,4.37566865176987e-12,"Naive_like_2_SC","BDP1"
"SNIP1",2.76909642116118e-16,0.331467280947316,0.137,0.064,4.51224261828215e-12,"Naive_like_2_SC","SNIP1"
"GPR1831",2.94307769544548e-16,0.640287755854126,0.524,0.45,4.79574510472841e-12,"Naive_like_2_SC","GPR183"
"RINT1",3.24136020842518e-16,0.259248283108131,0.109,0.044,5.28179645962883e-12,"Naive_like_2_SC","RINT1"
"PCSK1N",3.72671412162372e-16,0.89458132611617,0.194,0.111,6.07268066118585e-12,"Naive_like_2_SC","PCSK1N"
"BCCIP",3.76079063059231e-16,0.41026263343032,0.36,0.247,6.12820833255017e-12,"Naive_like_2_SC","BCCIP"
"PSMD11",3.81291096957706e-16,0.426085610725526,0.43,0.326,6.21313842492582e-12,"Naive_like_2_SC","PSMD11"
"PSMC4",3.92293780488521e-16,0.404800301260047,0.466,0.359,6.39242715306045e-12,"Naive_like_2_SC","PSMC4"
"RBX1",4.02355948895626e-16,0.456067118556479,0.629,0.579,6.55639018725422e-12,"Naive_like_2_SC","RBX1"
"PBXIP1",4.54566666434897e-16,0.447467459190333,0.585,0.514,7.40716382955664e-12,"Naive_like_2_SC","PBXIP1"
"PDE4A",4.60205099995895e-16,0.32388193503473,0.101,0.04,7.49904210443311e-12,"Naive_like_2_SC","PDE4A"
"TGIF2",5.24236190455811e-16,0.326147034903429,0.165,0.084,8.54242872347745e-12,"Naive_like_2_SC","TGIF2"
"DUSP28",5.46620393649764e-16,0.252477031614904,0.108,0.044,8.90717931452291e-12,"Naive_like_2_SC","DUSP28"
"NDFIP2",5.48804504992621e-16,0.273969611475999,0.107,0.044,8.94276940885475e-12,"Naive_like_2_SC","NDFIP2"
"G3BP21",5.79821999535148e-16,0.470442058524716,0.467,0.364,9.44819948242524e-12,"Naive_like_2_SC","G3BP2"
"TMEM11",6.18698135298962e-16,0.364178533744375,0.264,0.163,1.00816861146966e-11,"Naive_like_2_SC","TMEM11"
"LAX1",6.63609829118721e-16,0.384635011420962,0.177,0.093,1.08135221654896e-11,"Naive_like_2_SC","LAX1"
"NECAP2",7.01421538866036e-16,0.427656670063054,0.352,0.246,1.14296639758221e-11,"Naive_like_2_SC","NECAP2"
"GNG2",7.26274458836872e-16,0.595990974240452,0.569,0.496,1.18346423067468e-11,"Naive_like_2_SC","GNG2"
"DR1",7.67720194106834e-16,0.442414014307109,0.364,0.257,1.25100005629709e-11,"Naive_like_2_SC","DR1"
"CNOT4",1.00756722872825e-15,0.444561692229327,0.26,0.165,1.64183079921269e-11,"Naive_like_2_SC","CNOT4"
"HIVEP1",1.01299916057172e-15,0.345956618282636,0.141,0.068,1.65068213215162e-11,"Naive_like_2_SC","HIVEP1"
"LRRC59",1.16433343719733e-15,0.407283579039598,0.297,0.193,1.89728133591304e-11,"Naive_like_2_SC","LRRC59"
"MAP1LC3B",1.22717321112046e-15,0.462223670001162,0.595,0.528,1.99967874752079e-11,"Naive_like_2_SC","MAP1LC3B"
"CSPP1",1.2364080783834e-15,0.333721928205472,0.155,0.077,2.01472696372575e-11,"Naive_like_2_SC","CSPP1"
"RP9",1.25035874234807e-15,0.375230081665595,0.232,0.137,2.03745957065618e-11,"Naive_like_2_SC","RP9"
"ZNF408",1.25791287960914e-15,0.293828860221708,0.12,0.053,2.0497690373231e-11,"Naive_like_2_SC","ZNF408"
"NDUFA5",1.49388170037318e-15,0.38475453241054,0.419,0.31,2.4342802307581e-11,"Naive_like_2_SC","NDUFA5"
"PMAIP1",1.56774294850648e-15,0.885342255209646,0.331,0.233,2.5546371345913e-11,"Naive_like_2_SC","PMAIP1"
"POLDIP3",1.61504335062629e-15,0.390496073283081,0.253,0.156,2.63171313984553e-11,"Naive_like_2_SC","POLDIP3"
"TSPYL4",1.72259854983333e-15,0.331523118113966,0.105,0.044,2.80697433695342e-11,"Naive_like_2_SC","TSPYL4"
"U2AF2",1.99634606051178e-15,0.413353849260601,0.336,0.23,3.25304590560395e-11,"Naive_like_2_SC","U2AF2"
"COX6A1",2.01277441762712e-15,0.365524193236636,0.781,0.771,3.27981591352338e-11,"Naive_like_2_SC","COX6A1"
"RLIM",2.0816461517056e-15,0.363671676113674,0.159,0.082,3.39204240420428e-11,"Naive_like_2_SC","RLIM"
"ZFR",2.15742039196702e-15,0.400196161691696,0.354,0.244,3.51551652871025e-11,"Naive_like_2_SC","ZFR"
"ZMYM5",2.21224527785301e-15,0.378957259907233,0.269,0.168,3.60485368026149e-11,"Naive_like_2_SC","ZMYM5"
"GLA",2.2435995674286e-15,0.467160871498561,0.155,0.079,3.6559454951249e-11,"Naive_like_2_SC","GLA"
"PMEPA1",2.37961875968963e-15,0.499781841833568,0.286,0.189,3.87758876891425e-11,"Naive_like_2_SC","PMEPA1"
"CCDC47",2.46339266069145e-15,0.35130384378712,0.251,0.153,4.01409834059672e-11,"Naive_like_2_SC","CCDC47"
"C16orf72",2.47122175004302e-15,0.350953820978814,0.182,0.098,4.0268558416951e-11,"Naive_like_2_SC","C16orf72"
"CAPZA2",2.58491579095535e-15,0.417351306481327,0.379,0.276,4.21212028136174e-11,"Naive_like_2_SC","CAPZA2"
"SRP68",2.71652756182856e-15,0.397138210796068,0.258,0.162,4.42658166199963e-11,"Naive_like_2_SC","SRP68"
"RHBDD2",2.87281939751404e-15,0.444984770334228,0.458,0.361,4.68125920824913e-11,"Naive_like_2_SC","RHBDD2"
"CTDP1",3.13987257635925e-15,0.334877977613793,0.176,0.093,5.1164223631774e-11,"Naive_like_2_SC","CTDP1"
"PAPOLA",3.20422888097912e-15,0.44334953458217,0.47,0.377,5.22129096155548e-11,"Naive_like_2_SC","PAPOLA"
"VSIR",3.24459716754074e-15,0.436152168907173,0.208,0.121,5.28707108450763e-11,"Naive_like_2_SC","VSIR"
"ATP6V0C",3.30405740596738e-15,0.408417976254241,0.674,0.632,5.38396154302384e-11,"Naive_like_2_SC","ATP6V0C"
"SOCS31",3.34859605024842e-15,0.525830960747324,0.207,0.121,5.4565372638798e-11,"Naive_like_2_SC","SOCS3"
"CWC22",3.38973160157354e-15,0.373856859748596,0.215,0.125,5.52356764476409e-11,"Naive_like_2_SC","CWC22"
"NAA16",3.57970867816049e-15,0.365818519910297,0.162,0.084,5.83313529106251e-11,"Naive_like_2_SC","NAA16"
"TWISTNB",3.70501374481283e-15,0.369004914999212,0.158,0.081,6.03731989717251e-11,"Naive_like_2_SC","TWISTNB"
"BCL2A1",3.84625995749414e-15,0.616871928560582,0.137,0.068,6.26748060073671e-11,"Naive_like_2_SC","BCL2A1"
"LRIF1",3.9421439354919e-15,0.496563378527276,0.188,0.105,6.42372354288406e-11,"Naive_like_2_SC","LRIF1"
"DHX15",3.96268947125033e-15,0.428590274280245,0.264,0.167,6.45720249340241e-11,"Naive_like_2_SC","DHX15"
"SSBP2",4.12356336541124e-15,0.282656582224842,0.115,0.051,6.71934650393762e-11,"Naive_like_2_SC","SSBP2"
"ARIH1",4.17771278553156e-15,0.423906415448246,0.216,0.126,6.80758298402368e-11,"Naive_like_2_SC","ARIH1"
"UFM1",4.72383469489788e-15,0.434923322109533,0.352,0.25,7.6974886353361e-11,"Naive_like_2_SC","UFM1"
"TUT7",5.10814905346499e-15,0.438105685547054,0.26,0.165,8.3237288826212e-11,"Naive_like_2_SC","TUT7"
"OFD1",5.17705372317077e-15,0.458011947534253,0.397,0.3,8.43600904190678e-11,"Naive_like_2_SC","OFD1"
"RAB1A",5.35732225407326e-15,0.422135252386065,0.255,0.159,8.72975661301237e-11,"Naive_like_2_SC","RAB1A"
"CCT5",5.60626722175801e-15,0.40521628504462,0.442,0.341,9.13541243785468e-11,"Naive_like_2_SC","CCT5"
"RNF25",5.72051870000382e-15,0.322847258892046,0.169,0.089,9.32158522165623e-11,"Naive_like_2_SC","RNF25"
"RPS6KB1",6.56111093693447e-15,0.336759861703803,0.186,0.103,1.06913302717347e-10,"Naive_like_2_SC","RPS6KB1"
"VPS26A",6.93613952500721e-15,0.417430197602212,0.235,0.145,1.13024393559993e-10,"Naive_like_2_SC","VPS26A"
"TXNL1",7.0268096567013e-15,0.397196827801845,0.425,0.327,1.14501863355948e-10,"Naive_like_2_SC","TXNL1"
"MARCH7",7.24286823258126e-15,0.33942896140776,0.297,0.192,1.18022537849912e-10,"Naive_like_2_SC","MARCH7"
"SART3",7.37037857194805e-15,0.397713826968824,0.208,0.12,1.20100318829894e-10,"Naive_like_2_SC","SART3"
"EIF4E",7.53251215335537e-15,0.407142493771819,0.354,0.25,1.22742285538926e-10,"Naive_like_2_SC","EIF4E"
"GPN1",7.80720363530964e-15,0.411564127699237,0.237,0.146,1.27218383237371e-10,"Naive_like_2_SC","GPN1"
"AKAP13",8.19084500744807e-15,0.444320615349471,0.621,0.559,1.33469819396366e-10,"Naive_like_2_SC","AKAP13"
"NR1D2",8.51451235646777e-15,0.274063181453498,0.104,0.044,1.38743978848642e-10,"Naive_like_2_SC","NR1D2"
