"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"545","SEL1L3",1.10516989621e-15,-0.399381713282072,0.085,0.216,1.8008743458742e-11
"546","TRAP1",1.16883811954646e-15,0.410626806327101,0.242,0.093,1.90462171580095e-11
"547","MRPL14",1.1963981450785e-15,0.427722524657747,0.51,0.324,1.94953077740541e-11
"548","UQCRB",1.20887885777992e-15,-0.357304746992825,0.758,0.843,1.96986809875237e-11
"549","SATB1",1.25676996886406e-15,0.645250786504913,0.368,0.2,2.04790666426399e-11
"550","RAD21",1.29558174096917e-15,-0.461678473704217,0.453,0.605,2.11115044690926e-11
"551","SRGAP2",1.40264315920573e-15,-0.348896711805468,0.029,0.127,2.28560702792574e-11
"552","NAA20",1.47630097151825e-15,0.457916808726893,0.511,0.335,2.40563243308899e-11
"553","RPS6KA1",1.48431442453295e-15,-0.301018578560847,0.041,0.147,2.41869035477643e-11
"554","FIBP",1.5088000804339e-15,-0.490804163851564,0.162,0.307,2.45858973106704e-11
"555","HIF1A",1.58946801655561e-15,-0.482947184755139,0.548,0.695,2.59003813297736e-11
"556","CD37",1.87319657035844e-15,-0.394569442720475,0.577,0.73,3.05237381139908e-11
"557","GADD45A",1.8964556082903e-15,0.513443081357665,0.22,0.079,3.09027441370905e-11
"558","RHOA",1.90460205546673e-15,-0.28470668748067,0.956,0.983,3.10354904938303e-11
"559","CDC42EP3",2.17534627313514e-15,0.615834054146247,0.558,0.391,3.54472675207371e-11
"560","IER3",2.21592086896378e-15,0.696892082427264,0.202,0.068,3.61084305597648e-11
"561","UBE2F",2.37510798990291e-15,-0.453940380632322,0.162,0.31,3.8702384695468e-11
"562","ODC1",2.77106615370567e-15,0.509232806144492,0.53,0.352,4.51545229746338e-11
"563","FURIN",3.05765069325216e-15,-0.50858581275782,0.158,0.307,4.98244180465439e-11
"564","AC017002.3",3.12515878624007e-15,-0.314435416221769,0.016,0.1,5.0924462421782e-11
"565","TC2N",3.27207986494118e-15,0.3167168457691,0.132,0.024,5.33185413992165e-11
"566","MANF",3.45720949956027e-15,0.487949978604614,0.395,0.224,5.63352287953346e-11
"567","CD52",3.84640796411267e-15,-0.471972281214074,0.608,0.741,6.26772177752159e-11
"568","CEACAM21",4.08616800572311e-15,-0.267623059521449,0.021,0.111,6.65841076532581e-11
"569","C14orf119",4.47878805214821e-15,-0.392771454374602,0.223,0.392,7.29818513097552e-11
"570","PCSK1N",4.70067074508963e-15,0.426629299127331,0.101,0.008,7.65974297912356e-11
"571","DYNLRB1",5.35016688151827e-15,-0.407812657410526,0.452,0.602,8.71809693343402e-11
"572","CAPZB",5.86857364295262e-15,-0.397994051759501,0.622,0.741,9.5628407511913e-11
"573","SAT1",5.89244596199613e-15,0.863270917208067,0.515,0.362,9.6017406950727e-11
"574","TOMM7",6.49676402438106e-15,0.391756650448149,0.767,0.661,1.05864769777289e-10
"575","GNL3",6.57872592089015e-15,0.444892788334903,0.413,0.234,1.07200338880905e-10
"576","TMSB4X",7.00229135117854e-15,0.585298155016671,0.985,0.981,1.14102337567454e-10
"577","CDK6",7.46987642066379e-15,-0.57455686454967,0.28,0.441,1.21721636274716e-10
"578","TSPO",7.86127123186661e-15,-0.440393232745234,0.377,0.538,1.28099414723266e-10
"579","PYCARD",8.61114411722112e-15,-0.287911770260421,0.035,0.135,1.40318593390118e-10
"580","RFC1",8.70961201104007e-15,-0.415253848236926,0.202,0.364,1.41923127719898e-10
"581","CTDSP1",9.1130676666224e-15,-0.406038282681969,0.19,0.348,1.48497437627612e-10
"582","ELL2",9.64199032230491e-15,0.321179123272761,0.116,0.017,1.57116232301959e-10
"583","CCNDBP1",9.7816458347451e-15,-0.395403485077919,0.249,0.42,1.59391918877171e-10
"584","SFXN2",9.84557078924781e-15,-0.336179796365296,0.048,0.156,1.60433576010793e-10
"585","PRKAR1B",1.02327285892216e-14,-0.390641967174166,0.112,0.245,1.66742312361365e-10
"586","PNISR",1.0362956718226e-14,-0.38624226360023,0.607,0.741,1.68864379723492e-10
"587","TRAV8-1",1.04016748868823e-14,-0.705570738989672,0.018,0.102,1.69495292281747e-10
"588","C9orf16",1.27865632258605e-14,-0.444945797293606,0.492,0.622,2.08357047765397e-10
"589","MIR4435-2HG",1.29549608423903e-14,-0.418473994588518,0.303,0.484,2.1110108692675e-10
"590","MAD2L2",1.48388869016561e-14,-0.433279546020528,0.174,0.323,2.41799662062486e-10
"591","ARRB2",1.57345956315418e-14,-0.420956329058253,0.294,0.462,2.56395235815974e-10
"592","RPL17",1.72337353030928e-14,0.42471220683601,0.673,0.558,2.80823716763898e-10
"593","MRTO4",1.82388538339636e-14,0.454741212513587,0.522,0.344,2.97202123224437e-10
"594","CD99",1.86737790257764e-14,-0.31069478501381,0.849,0.917,3.04289229225026e-10
"595","CD38",1.89671154883325e-14,-0.283737810191151,0.019,0.103,3.09069146882378e-10
"596","MACF1",1.98687001500558e-14,-0.482297423617894,0.306,0.466,3.23760468945159e-10
"597","AIFM2",2.12186541451099e-14,-0.271339090350329,0.029,0.121,3.45757969294566e-10
"598","PLEKHF1",2.25607194074913e-14,-0.430964009251187,0.032,0.125,3.6762692274507e-10
"599","TWF2",2.4608206457473e-14,-0.439215278398992,0.329,0.494,4.00990724224523e-10
"600","GNB2",2.51970336244569e-14,-0.41615702976943,0.417,0.566,4.10585662910526e-10
"601","ZAP70",2.66763937510003e-14,-0.432402320474895,0.194,0.348,4.3469183617255e-10
"602","BEX2",2.8771608811416e-14,0.269237579841535,0.116,0.018,4.68833365582024e-10
"603","STOM",3.46116873472914e-14,0.561428459578747,0.464,0.3,5.63997445324113e-10
"604","TRAF5",3.48459134265184e-14,-0.381113386279081,0.141,0.284,5.67814159285117e-10
"605","ACTR3",3.80671740454642e-14,-0.411483917514372,0.703,0.801,6.2030460107084e-10
"606","HMGB1",3.87016920575213e-14,-0.302308459309019,0.874,0.919,6.3064407207731e-10
"607","CENPV",4.13187135295994e-14,0.264212051949451,0.102,0.011,6.73288436964823e-10
"608","ARF6",4.4632373202151e-14,-0.368673144817833,0.577,0.713,7.2728452132905e-10
"609","RAP1A",4.54406547684623e-14,-0.417751671243183,0.522,0.654,7.40455469452094e-10
"610","PABPC4",4.64146557378356e-14,0.400445461369327,0.293,0.139,7.56326815248032e-10
"611","NOP56",4.971754297776e-14,0.428166588456912,0.453,0.278,8.101473628226e-10
"612","ATP5PF",5.25546164583044e-14,-0.351619548517721,0.623,0.745,8.56377475188071e-10
"613","EEF1D",5.61277480564923e-14,0.269653083628755,0.962,0.942,9.14601654580542e-10
"614","GPSM3",5.72755234342034e-14,-0.39496370501198,0.342,0.513,9.33304654360344e-10
"615","SP140",6.01121073981863e-14,-0.519679930279178,0.295,0.444,9.79526790053445e-10
"616","ICAM3",6.29044566805222e-14,-0.398845968365661,0.155,0.299,1.02502812160911e-09
"617","TSPYL2",6.31452740793045e-14,0.51423804902393,0.318,0.164,1.02895224112227e-09
"618","ARL4A",6.94236663377201e-14,0.357491875348563,0.204,0.072,1.13125864297315e-09
"619","TNFRSF10A",7.3898016491775e-14,0.262872913107036,0.105,0.014,1.20416817873347e-09
"620","CHST12",7.72456373985901e-14,-0.436496143843465,0.168,0.314,1.25871766141003e-09
"621","CMSS1",8.60003846907498e-14,0.290846783771731,0.128,0.025,1.40137626853577e-09
"622","CAMK1D",8.95583828512828e-14,0.300881275563362,0.107,0.015,1.45935384856165e-09
"623","MIS18BP1",9.20492666478737e-14,-0.422654198971336,0.122,0.256,1.4999428000271e-09
"624","SRPRB",9.94749302769987e-14,0.451028914808776,0.423,0.261,1.62094398886369e-09
"625","BATF3",1.03767342655458e-13,0.530122298686868,0.215,0.083,1.69088884857068e-09
"626","SHMT2",1.07394379005829e-13,-0.467332054518679,0.346,0.498,1.74999140589999e-09
"627","ZCRB1",1.16089898661217e-13,-0.414201213672507,0.174,0.321,1.89168489868453e-09
"628","RRP9",1.1748420722668e-13,0.399375380201958,0.322,0.168,1.91440515675875e-09
"629","SDCBP",1.24979580801248e-13,0.54683230566586,0.716,0.59,2.03654226915634e-09
"630","ITM2A",1.25327750326953e-13,-0.361244396550916,0.517,0.676,2.04221569157769e-09
"631","LRP10",1.28711114348955e-13,-0.388321261543011,0.336,0.505,2.09734760831622e-09
"632","CD83",1.3593784685088e-13,0.826592628494115,0.2,0.075,2.21510721443509e-09
"633","PA2G4",1.37374878956319e-13,0.402050605520345,0.726,0.626,2.23852365259322e-09
"634","LINC01588",1.40328156756182e-13,-0.35013817279146,0.035,0.127,2.28664731434198e-09
"635","AP1S1",1.45397929897678e-13,-0.275794101241309,0.057,0.164,2.36925926768267e-09
"636","CD6",1.5232392176623e-13,0.429461528629119,0.659,0.508,2.48211830518071e-09
"637","SSH1",1.55986211970189e-13,-0.309632911804446,0.045,0.145,2.54179532405423e-09
"638","HSPA5",1.56361229019736e-13,0.462329953841306,0.789,0.686,2.5479062268766e-09
"639","MAPRE2",1.58128025402058e-13,-0.437530734763538,0.418,0.572,2.57669617392653e-09
"640","NPC2",1.65087798747351e-13,0.397040430643293,0.221,0.089,2.69010568058809e-09
"641","ERLEC1",1.72626693997369e-13,-0.369748607120333,0.218,0.369,2.81295197868712e-09
"642","SLC7A5",1.73862343623411e-13,-0.302271877030768,0.747,0.883,2.83308688934348e-09
"643","PNO1",1.93851593534299e-13,0.446012960273128,0.44,0.275,3.1588117166414e-09
"644","PIM3",1.95424620009691e-13,0.63366657937886,0.752,0.655,3.18444418305791e-09
"645","CCT5",2.11614571083308e-13,0.413132567242113,0.726,0.618,3.44825943580251e-09
"646","SELENOH",2.28794727062372e-13,-0.404495778417365,0.58,0.716,3.72821007748134e-09
"647","TPR",2.38811859034976e-13,-0.379235751893186,0.42,0.577,3.89143924297494e-09
"648","PTPN6",2.64910021824221e-13,-0.398662049601574,0.27,0.437,4.31670880562568e-09
"649","AEN",2.7975264962234e-13,0.354321200860969,0.244,0.104,4.55856942559602e-09
"650","ZBTB8OS",2.88646841643286e-13,-0.410751361303655,0.25,0.398,4.70350028457734e-09
"651","SLC29A1",3.45956469966658e-13,0.298422387941552,0.146,0.039,5.63736067810669e-09
"652","IRF2BP2",3.58091630400328e-13,0.428134811472849,0.309,0.159,5.83510311737334e-09
"653","SOCS3",3.60918419357902e-13,0.44165566252021,0.209,0.083,5.88116564343701e-09
"654","C19orf48",3.65102321596034e-13,0.28465836062426,0.178,0.057,5.94934233040737e-09
"655","DEF6",3.75651105146722e-13,-0.426181850329563,0.187,0.323,6.12123475836583e-09
"656","DNPH1",3.83747806192559e-13,-0.41625847016192,0.218,0.36,6.25317050190776e-09
"657","FYB1",3.8866689526672e-13,-0.439563487963027,0.287,0.452,6.33332705837121e-09
"658","SERAC1",4.13367384250578e-13,-0.308115672783917,0.035,0.125,6.73582152636316e-09
"659","IGF2R",4.31127826802846e-13,-0.43846338988317,0.249,0.401,7.02522793775237e-09
"660","GIMAP4",4.53597724512122e-13,0.544912000718952,0.215,0.088,7.39137492092503e-09
"661","ZNHIT1",4.62674619280534e-13,-0.380899672310902,0.227,0.377,7.5392829211763e-09
"662","ABI3",4.91419472454699e-13,-0.363915913947385,0.093,0.213,8.00768030364933e-09
"663","MDFIC",5.37363778654299e-13,0.410636981042057,0.249,0.114,8.7563427731718e-09
"664","STAT5A",5.37979389766046e-13,0.547583084082686,0.539,0.384,8.76637415623771e-09
"665","CAP1",5.60796409940561e-13,-0.328776957938927,0.679,0.779,9.13817749998144e-09
"666","CD8B",5.98576195307594e-13,-0.360043467008902,0.544,0.716,9.75379910253724e-09
"667","DYNLL1",6.55923462083222e-13,-0.438853453862708,0.451,0.586,1.06882728146461e-08
"668","TFPT",6.93966259010715e-13,-0.333680360510094,0.098,0.22,1.13081801905796e-08
"669","PHGDH",7.13100377744867e-13,-0.289405323493947,0.04,0.132,1.16199706553526e-08
"670","NOTCH1",7.38003676366115e-13,-0.394931978726798,0.116,0.243,1.20257699063859e-08
"671","ARPC3",7.60157955017038e-13,-0.25527335420156,0.925,0.947,1.23867738770026e-08
"672","DNAJC2",8.25332545448286e-13,0.399485941191713,0.495,0.33,1.34487938280798e-08
"673","FOXN2",8.50720131622269e-13,-0.361836742200096,0.16,0.299,1.38624845447849e-08
"674","ATP5MG",8.75079491989486e-13,-0.293574510549326,0.877,0.939,1.42594203219687e-08
"675","EIF4A2",8.9036283750164e-13,0.407196621457564,0.645,0.502,1.45084624370892e-08
"676","RALA",9.26877727861724e-13,-0.49597311654568,0.499,0.627,1.51034725755068e-08
"677","DBN1",1.05014449058622e-12,-0.354469154796254,0.07,0.177,1.71121044741025e-08
"678","CTSW",1.08783283975238e-12,-0.440960298219163,0.193,0.335,1.77262361237651e-08
"679","G3BP1",1.11203533109489e-12,0.439015689844438,0.555,0.401,1.81206157201913e-08
"680","RAB9A",1.12286554394881e-12,0.429754681178215,0.249,0.117,1.82970940386458e-08
"681","TTN",1.1547850162523e-12,-0.268557815693377,0.039,0.131,1.88172218398312e-08
"682","ARHGDIB",1.16604301809695e-12,-0.331199649879585,0.632,0.777,1.90006709798897e-08
"683","NAP1L4",1.20999652412476e-12,-0.467163873132944,0.314,0.46,1.9716893360613e-08
"684","NBL1",1.22620292695056e-12,-0.378094408040088,0.088,0.199,1.99809766946594e-08
"685","SERP1",1.30708307876272e-12,0.386779561261539,0.789,0.7,2.12989187684385e-08
"686","POLR3H",1.32985973817867e-12,0.333045353831937,0.253,0.115,2.16700644336214e-08
"687","TSHZ2",1.33008297578161e-12,-0.333824411204789,0.028,0.111,2.16737020903613e-08
"688","ARHGAP15",1.3710857396568e-12,-0.370943171778178,0.186,0.33,2.23418421277075e-08
"689","PEA15",1.37379107836439e-12,0.382718834533224,0.305,0.157,2.23859256219477e-08
"690","ELMSAN1",1.55790549306479e-12,0.3624779979145,0.181,0.064,2.53860700094907e-08
"691","RALY",1.69402615878077e-12,-0.365356485330946,0.607,0.725,2.76041562573326e-08
"692","RPS4X",1.73528353386043e-12,0.261002506075669,0.996,0.999,2.82764451842558e-08
"693","SRI",1.89532040099976e-12,-0.380371953368711,0.463,0.604,3.08842459342911e-08
"694","SPN",1.9971364916348e-12,-0.37614714138664,0.161,0.295,3.2543339131189e-08
"695","CALHM2",2.01733209882293e-12,-0.265282049322562,0.033,0.118,3.28724265503196e-08
"696","TMEM140",2.03105347810314e-12,-0.331587799185227,0.092,0.211,3.30960164256907e-08
"697","NDUFB3",2.21258794159809e-12,-0.380072375081153,0.308,0.458,3.60541205083409e-08
"698","SPPL2A",2.24893072282182e-12,-0.356194583515525,0.312,0.463,3.66463261283816e-08
"699","LYSMD2",2.26767317512787e-12,0.384637386437631,0.368,0.21,3.69517343887086e-08
"700","PHF6",2.38693575812162e-12,-0.441564764863951,0.172,0.305,3.88951181785918e-08
"701","ISCA1",2.44343755364323e-12,0.355201508962509,0.303,0.156,3.98158149366165e-08
"702","TRPV2",2.46169629552609e-12,-0.308801540186136,0.097,0.218,4.01133411355977e-08
"703","MT-CO1",2.60279704027799e-12,0.253578501799581,0.998,0.997,4.24125777713298e-08
"704","MPST",2.60997975921009e-12,-0.299430771753498,0.062,0.163,4.25296201763284e-08
"705","SERPINB9",2.68244686359665e-12,0.66463103676542,0.537,0.412,4.37104716423074e-08
"706","HK1",2.91382280389459e-12,-0.3992285990406,0.217,0.355,4.74807425894624e-08
"707","HSBP1",3.04101081341634e-12,-0.371072187846762,0.341,0.487,4.95532712046193e-08
"708","NDUFV2",3.07406253249502e-12,-0.477859657762184,0.649,0.737,5.00918489670064e-08
"709","SNHG15",3.37819471341822e-12,0.427255105037565,0.638,0.491,5.50476828551499e-08
"710","PLEC",3.38216550685036e-12,-0.418509729844193,0.145,0.275,5.51123869341267e-08
"711","PDCD5",3.69962483837285e-12,0.382859258298814,0.647,0.523,6.02853867412855e-08
"712","MSI2",3.70204229604028e-12,-0.348706524500778,0.103,0.218,6.03247792139764e-08
"713","NDUFB10",3.79593477869637e-12,-0.353467080072673,0.358,0.505,6.18547572188574e-08
"714","HDGFL3",3.90159807540647e-12,-0.256371171774293,0.033,0.117,6.35765406387484e-08
"715","VAMP5",3.9881471113207e-12,-0.354243495304481,0.099,0.21,6.49868571789709e-08
"716","BATF",4.08837406414946e-12,-0.292397092694142,0.718,0.869,6.66200553753155e-08
"717","RRP12",4.0952151902219e-12,0.346793702632862,0.268,0.128,6.67315315246659e-08
"718","CDKN2A",4.2521696698926e-12,-0.312174600926639,0.056,0.156,6.92891047708999e-08
"719","CKLF",4.90672317281161e-12,-0.386543611113403,0.139,0.268,7.99550541009652e-08
"720","ACTR2",5.53665333895406e-12,-0.386902359062091,0.41,0.549,9.02197661582564e-08
"721","JAK3",6.09550784681208e-12,-0.334798761036531,0.173,0.31,9.93263003638028e-08
"722","SACS",6.10475203741365e-12,0.353610435500615,0.271,0.132,9.94769344496555e-08
"723","GPATCH4",6.51370235766824e-12,0.338530117001733,0.438,0.275,1.06140779918204e-07
"724","RRS1",6.66752979473007e-12,0.385596539574457,0.357,0.207,1.08647398005127e-07
"725","NR3C1",7.23700056312834e-12,0.483706844909282,0.618,0.481,1.17926924176176e-07
"726","FCMR",7.24951110570888e-12,0.368449741221199,0.181,0.068,1.18130783467526e-07
"727","F5",7.38141723336117e-12,-0.375331727598656,0.042,0.131,1.2028019381762e-07
"728","EIF5B",7.44188539079162e-12,0.360294003396376,0.708,0.579,1.21265522442949e-07
"729","RCAN1",7.48487456646209e-12,-0.348638617122565,0.03,0.11,1.219660310605e-07
"730","FKBP11",7.87922539431787e-12,0.424930038450709,0.39,0.245,1.2839197780041e-07
"731","CCR5",7.92043058185142e-12,-0.272988771812146,0.051,0.147,1.29063416331269e-07
"732","SKA2",8.49927428276178e-12,-0.262461712133093,0.059,0.159,1.38495674437603e-07
"733","ARFGAP3",1.03344783070492e-11,0.432793856325997,0.388,0.235,1.68400324013366e-07
"734","CCND2",1.07314232699802e-11,-0.399771678705668,0.355,0.495,1.74868542184328e-07
"735","PRDX6",1.1231032234883e-11,-0.378870941165565,0.538,0.659,1.83009670267418e-07
"736","IPO5",1.12987904445416e-11,0.361716396761188,0.242,0.113,1.84113790293805e-07
"737","CEBPZOS",1.15453982145179e-11,-0.363930211631153,0.159,0.285,1.88132263905569e-07
"738","ROCK1",1.21290595300976e-11,-0.383261560324818,0.421,0.562,1.9764302504294e-07
"739","DGKH",1.25063955848021e-11,-0.276533755906807,0.033,0.114,2.03791716054351e-07
"740","ABCE1",1.27971331923191e-11,0.380937909871973,0.503,0.349,2.08529285368839e-07
"741","TYMP",1.30932059071248e-11,-0.422467051971321,0.426,0.565,2.13353790256599e-07
"742","DNTTIP2",1.4317483893142e-11,0.394555041754371,0.628,0.494,2.33303400038748e-07
"743","CD320",1.46538209505669e-11,0.294120618725068,0.224,0.099,2.38784012389488e-07
"744","MEF2A",1.46956393004026e-11,-0.335069223434882,0.091,0.199,2.39465442400061e-07
"745","ARNT",1.54864003995501e-11,-0.312825229388843,0.056,0.149,2.5235089451067e-07
"746","PUS7",1.54870414985765e-11,0.315220773401399,0.171,0.061,2.52361341219304e-07
"747","EVI2A",1.6653147801744e-11,-0.299297931160666,0.634,0.789,2.71363043429418e-07
"748","VPS25",1.8233657619643e-11,-0.33928450862791,0.136,0.255,2.97117450912082e-07
"749","NUCB1",1.84303704736676e-11,-0.418416700474615,0.231,0.362,3.00322886868413e-07
"750","SYNE3",1.98630778599165e-11,-0.285272695936513,0.035,0.115,3.23668853727339e-07
"751","TUBB",2.06770684529752e-11,0.484687531444852,0.493,0.364,3.36932830441231e-07
"752","HINT1",2.07659420189166e-11,0.300008103357597,0.913,0.876,3.38381025198247e-07
"753","CMTM3",2.22366600041208e-11,-0.334953057341116,0.241,0.382,3.62346374767148e-07
"754","WDR74",2.25453404383657e-11,0.375450704450793,0.422,0.273,3.67376322443169e-07
"755","EPC1",2.32645619313423e-11,-0.337028351453567,0.503,0.65,3.79096036671222e-07
"756","VPS28",2.4344730910451e-11,-0.355820727129721,0.43,0.558,3.966973901858e-07
"757","R3HDM1",2.4843721183173e-11,-0.319704482043324,0.091,0.199,4.04828436679805e-07
"758","RPS20",2.4843896505847e-11,0.328798200712648,0.863,0.819,4.04831293562776e-07
"759","SLC44A2",2.70577157482743e-11,-0.319855099526935,0.201,0.342,4.4090547811813e-07
"760","EIF4B",2.70583000127369e-11,0.382120130037067,0.553,0.408,4.40914998707548e-07
"761","TAX1BP1",2.76667207945623e-11,-0.31470529560743,0.603,0.727,4.50829215347392e-07
"762","ITPR1",2.88151410861662e-11,-0.384925812747439,0.093,0.2,4.69542723999078e-07
"763","TPP1",2.98392540625501e-11,-0.340949268966922,0.139,0.263,4.86230644949253e-07
"764","ETS1",3.26588834026496e-11,-0.424045010981069,0.187,0.318,5.32176505046175e-07
"765","SEPT7",3.33308873921126e-11,-0.297698594096971,0.731,0.818,5.43126810054475e-07
"766","TSTD1",3.59996525087699e-11,-0.372826817640784,0.196,0.33,5.86614337630406e-07
"767","PRR14",3.63148442755423e-11,-0.404448653855027,0.189,0.316,5.91750387469963e-07
"768","OTUD4",3.74550750030598e-11,0.373924627030753,0.277,0.142,6.10330447174859e-07
"769","STX11",4.01082419597161e-11,0.423766573636358,0.355,0.21,6.53563802733574e-07
"770","WDR12",4.12931263498859e-11,0.285605764085885,0.25,0.118,6.72871493871391e-07
"771","SAT2",4.31957275756658e-11,-0.372791139739535,0.214,0.344,7.03874380845475e-07
"772","AK6",4.3882058241547e-11,0.350204835842976,0.466,0.31,7.15058139046009e-07
"773","NXT1",4.95981791492675e-11,0.362691239410782,0.518,0.378,8.08202329237314e-07
"774","EIF3M",5.59115839522588e-11,0.351896887305478,0.733,0.641,9.11079260502057e-07
"775","ANP32B",5.76254359785748e-11,0.3753708235121,0.721,0.624,9.39006479270876e-07
"776","RNF115",5.80819502681182e-11,-0.30841818799786,0.22,0.36,9.46445379618985e-07
"777","DNAJC15",5.97265080336354e-11,-0.361001459151027,0.251,0.382,9.73243448408088e-07
"778","NANS",6.02396170115474e-11,0.340409429580474,0.275,0.143,9.81604559203164e-07
"779","TRAC",6.21253531871502e-11,-0.409066710564556,0.628,0.74,1.01233263018461e-06
"780","PRKCH",6.37711065724126e-11,-0.320685000713056,0.631,0.761,1.03915018159746e-06
"781","THEMIS",6.47753359154766e-11,-0.422439969282177,0.267,0.409,1.05551409874269e-06
"782","CDC42SE1",6.52144432000589e-11,-0.336556915636606,0.427,0.574,1.06266935194496e-06
"783","SAMD9L",6.54146957244286e-11,-0.375097247229449,0.132,0.252,1.06593246682956e-06
"784","STAT6",6.79447276383572e-11,0.368113295761534,0.336,0.193,1.10715933686703e-06
"785","CNBP",6.916916145615e-11,0.304419134437636,0.873,0.797,1.12711148592796e-06
"786","NDUFS7",7.7786046447411e-11,-0.337549528198751,0.328,0.476,1.26752362686056e-06
"787","NDRG1",7.8741166951467e-11,0.363577822864973,0.162,0.06,1.28308731547415e-06
"788","PPDPF",8.45606860918838e-11,-0.324654932535122,0.676,0.765,1.37791637986725e-06
"789","PDE4DIP",8.76170872658167e-11,-0.368969414135336,0.091,0.196,1.42772043699648e-06
"790","ETS2",8.83756597419415e-11,0.38615185769051,0.231,0.111,1.44008137549494e-06
"791","ATP1A1",8.93393601122716e-11,0.338150228004743,0.542,0.385,1.45578487302947e-06
"792","FAM102B",9.13307955855686e-11,-0.284029376765333,0.05,0.138,1.48823531406684e-06
"793","CEP57",9.2040076506283e-11,-0.325260392812085,0.224,0.357,1.49979304666988e-06
"794","SEPT1",1.00017882136765e-10,-0.364662491739892,0.268,0.409,1.62979138941858e-06
"795","LRBA",1.00326164274359e-10,-0.387552229895749,0.174,0.303,1.63481484685069e-06
"796","CMC1",1.00574335543086e-10,0.635982489505537,0.255,0.142,1.63885879767458e-06
"797","CD5",1.01009684439665e-10,0.399202759655105,0.179,0.074,1.64595280794433e-06
"798","ERP44",1.03816671900766e-10,-0.361713293863155,0.343,0.476,1.69169266862298e-06
"799","ILK",1.05163460650905e-10,-0.3537841413051,0.261,0.402,1.7136385913065e-06
"800","ATP5MC2",1.07679281256063e-10,-0.291557099088842,0.72,0.821,1.75463388806754e-06
"801","IQCG",1.08934357888153e-10,0.573207756825973,0.131,0.04,1.77508536178745e-06
"802","TRAPPC1",1.10563944186406e-10,-0.34576371718371,0.418,0.561,1.80163947051749e-06
"803","HNRNPAB",1.11461080033439e-10,0.376538968036095,0.5,0.352,1.8162582991449e-06
"804","RHOG",1.20289246872924e-10,0.371103760188798,0.78,0.693,1.9601132777943e-06
"805","CCDC86",1.33511744401382e-10,0.36573376450393,0.375,0.234,2.17557387502053e-06
"806","DIMT1",1.37870200902359e-10,0.366770778104314,0.385,0.242,2.24659492370395e-06
"807","PFKFB3",1.44072678726267e-10,0.512870463846744,0.294,0.163,2.34766429984452e-06
"808","ARPC5",1.47831210006985e-10,-0.321845948480694,0.48,0.605,2.40890956706383e-06
"809","POLE3",1.4930810507972e-10,0.356055562912446,0.325,0.185,2.43297557227403e-06
"810","RANGAP1",1.52230518904773e-10,0.337842259884055,0.272,0.142,2.48059630555328e-06
"811","MCM6",1.52353332698711e-10,-0.299636874328767,0.116,0.228,2.4825975563255e-06
"812","PDE4B",1.52360996413162e-10,0.378756342732933,0.257,0.131,2.48272243655247e-06
"813","MFSD2A",1.62862230708577e-10,0.281017476142967,0.149,0.051,2.65384004939627e-06
"814","ATXN1",1.6658791948404e-10,-0.314088316252209,0.332,0.478,2.71455014799244e-06
"815","ATF6B",1.68141903803765e-10,-0.291339746538803,0.211,0.345,2.73987232248235e-06
"816","LEPROTL1",1.68574957184598e-10,-0.355625244816077,0.489,0.616,2.74692892732303e-06
"817","RCL1",1.70381202394515e-10,0.300231020869982,0.202,0.089,2.77636169301862e-06
"818","RELL1",1.7935622597018e-10,-0.280287244802772,0.073,0.17,2.92260970218409e-06
"819","ILF2",1.79706928897752e-10,0.301570626103739,0.815,0.722,2.92832440638887e-06
"820","CERS5",1.91554678705322e-10,-0.316033315250675,0.102,0.206,3.12138348950323e-06
"821","KDELR2",1.96088887744217e-10,0.366922245177513,0.577,0.438,3.19526842579201e-06
"822","IMP4",1.98004295600129e-10,0.350190250676669,0.552,0.409,3.22647999680409e-06
"823","GCLM",2.00906620001788e-10,0.402866776518391,0.291,0.164,3.27377337292913e-06
"824","PLPP5",2.34435522220606e-10,-0.288792331433628,0.115,0.228,3.82012683458477e-06
"825","RPL7",2.37225813889759e-10,0.25075528229666,0.96,0.947,3.86559463733362e-06
"826","TRAF4",2.41798581090441e-10,0.463039396067484,0.372,0.236,3.94010787886873e-06
"827","IRF3",2.48735695019868e-10,-0.302757602570481,0.166,0.289,4.05314815034875e-06
"828","LBH",2.64774092933007e-10,-0.458451717894073,0.28,0.417,4.31449384434335e-06
"829","MDM2",2.786781644947e-10,-0.397668347331987,0.167,0.288,4.54106069044114e-06
"830","PROSER1",2.86992671030135e-10,-0.318288190360616,0.081,0.177,4.67654557443606e-06
"831","CAPZA1",2.89141894718546e-10,-0.348689790402819,0.524,0.647,4.71156717443871e-06
"832","PTP4A1",3.04855589914304e-10,0.38105816586592,0.297,0.17,4.96762183765358e-06
"833","CALCOCO2",3.07750223736495e-10,-0.34482899792446,0.293,0.417,5.01478989578619e-06
"834","NT5E",3.52096835711617e-10,0.488736997809641,0.141,0.05,5.7374179379208e-06
"835","ATP5IF1",3.53435358636564e-10,-0.361058890773791,0.378,0.508,5.75922916898281e-06
"836","APOBEC3C",3.62233086256417e-10,-0.336957433034349,0.521,0.652,5.90258814054831e-06
"837","SNHG12",3.63815404198038e-10,0.441648353359657,0.395,0.249,5.92837201140702e-06
"838","SNRPD2",3.6406665376596e-10,0.276030350566102,0.91,0.883,5.93246612311631e-06
